shot,start_seconds,end_seconds,start_tc,end_tc,duration_seconds,detection_score
1,0.000,55.917,00:00:00.000,00:00:55.917,55.917,0.00
2,55.917,93.000,00:00:55.917,00:01:33.000,37.083,8.47
3,93.000,140.333,00:01:33.000,00:02:20.333,47.333,9.30
4,140.333,183.458,00:02:20.333,00:03:03.458,43.125,80.67
5,183.458,186.417,00:03:03.458,00:03:06.417,2.958,8.27
6,186.417,191.917,00:03:06.417,00:03:11.917,5.500,8.78
