shot,start_seconds,end_seconds,start_tc,end_tc,duration_seconds,detection_score
1,0.000,8.000,00:00:00.000,00:00:08.000,8.000,0.00
2,8.000,27.875,00:00:08.000,00:00:27.875,19.875,8.45
3,27.875,30.875,00:00:27.875,00:00:30.875,3.000,12.42
4,30.875,103.417,00:00:30.875,00:01:43.417,72.542,11.65
5,103.417,104.333,00:01:43.417,00:01:44.333,0.917,13.78
6,104.333,108.000,00:01:44.333,00:01:48.000,3.667,16.56
