shot,start_seconds,end_seconds,start_tc,end_tc,duration_seconds,detection_score
1,0.000,51.625,00:00:00.000,00:00:51.625,51.625,0.00
2,51.625,73.750,00:00:51.625,00:01:13.750,22.125,8.67
3,73.750,181.917,00:01:13.750,00:03:01.917,108.167,83.86
